symbol,name,market,latestClosingDate,c,c63,c126,c189,c252,is_valid,rs_index,rs
2982.T,ＡＤワークスグループ,プライム（内国株式）,1970-01-01,222.0,210.0,170.0,153.0,157.0,1.0,25.703223964745135,79
2983.T,アールプランナー,グロース（内国株式）,1970-01-01,810.0,756.0,747.0,1057.0,1144.0,1.0,-5.968875535220385,16
2984.T,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,1970-01-01,871.0,894.0,896.0,801.0,783.0,1.0,2.4084617490120634,35
2986.T,ＬＡホールディングス,グロース（内国株式）,1970-01-01,4910.0,3875.0,3830.0,3460.0,3085.0,1.0,36.53650300552168,89
2987.T,タスキ,グロース（内国株式）,1970-01-01,1209.0,1072.0,1159.0,1105.0,1142.0,1.0,9.030486044339193,53
2991.T,ランドネット,スタンダード（内国株式）,1970-01-01,1211.0,1255.0,1111.0,1284.0,981.0,1.0,3.9498106911517032,39
2993.T,長栄,スタンダード（内国株式）,1970-01-01,2031.0,2019.0,1922.0,1820.0,1740.0,1.0,7.035485532750785,47
2997.T,ストレージ王,グロース（内国株式）,1970-01-01,569.0,487.0,561.0,527.0,592.0,1.0,7.8372187941434275,50
2998.T,クリアル,グロース（内国株式）,1970-01-01,5990.0,6610.0,2899.0,1620.0,1159.0,1.0,154.88829069919697,99
2999.T,ホームポジション,スタンダード（内国株式）,1970-01-01,410.0,586.0,512.0,518.0,525.0,1.0,-24.548863427969657,3
3001.T,片倉工業,スタンダード（内国株式）,1970-01-01,1647.0,1683.0,1789.0,1848.0,2026.0,1.0,-8.359780977382789,13
3002.T,グンゼ,プライム（内国株式）,1970-01-01,4570.0,4425.0,4565.0,3925.0,3845.0,1.0,8.390395811538648,51
3003.T,ヒューリック,プライム（内国株式）,1970-01-01,1314.5,1210.5,1085.0,1117.0,1053.0,1.0,16.170030661203487,67
3004.T,神栄,スタンダード（内国株式）,1970-01-01,1471.0,1083.0,913.0,800.0,800.0,1.0,60.10400246162186,96
3010.T,ポラリス・ホールディングス,スタンダード（内国株式）,1970-01-01,164.0,97.0,93.0,99.0,101.0,1.0,68.50424383974813,97
3011.T,バナーズ,スタンダード（内国株式）,1970-01-01,133.0,132.0,127.0,117.0,118.0,1.0,6.525327809192751,46
3020.T,アプライド,スタンダード（内国株式）,1970-01-01,2368.0,2175.0,2050.0,1930.0,2215.0,1.0,12.572214257359965,60
3021.T,パシフィックネット,スタンダード（内国株式）,1970-01-01,1667.0,1570.0,1388.0,1112.0,1111.0,1.0,26.482525778859877,81
3023.T,ラサ商事,スタンダード（内国株式）,1970-01-01,1575.0,1335.0,1546.0,1002.0,972.0,1.0,31.41070609949806,85
3024.T,クリエイト,スタンダード（内国株式）,1970-01-01,799.0,776.0,831.0,645.0,625.0,1.0,10.758604370732417,56
3028.T,アルペン,プライム（内国株式）,1970-01-01,1921.0,1983.0,1967.0,2071.0,2060.0,1.0,-4.516437824553667,19
3030.T,ハブ,プライム（内国株式）,1970-01-01,980.0,740.0,806.0,708.0,556.0,1.0,40.226005219338056,91
3031.T,ラクーンホールディングス,プライム（内国株式）,1970-01-01,774.0,742.0,968.0,1234.0,1296.0,1.0,-17.79418213048961,5
3034.T,クオールホールディングス,プライム（内国株式）,1970-01-01,1895.0,1679.0,1186.0,1130.0,1248.0,1.0,41.0104880863679,91
3035.T,ケイティケイ,スタンダード（内国株式）,1970-01-01,563.0,546.0,382.0,359.0,355.0,1.0,33.80507340211588,87
3036.T,アルコニックス,プライム（内国株式）,1970-01-01,1395.0,1337.0,1400.0,1304.0,1360.0,1.0,3.5742109550594403,38
3038.T,神戸物産,プライム（内国株式）,1970-01-01,3651.0,3951.0,3630.0,3645.0,3495.0,1.0,-1.9958776179915891,24
3040.T,ソリトンシステムズ,プライム（内国株式）,1970-01-01,1168.0,1185.0,1010.0,1103.0,1153.0,1.0,3.993667823228289,39
3041.T,ビューティ花壇,スタンダード（内国株式）,1970-01-01,1310.0,1190.0,284.0,277.0,286.0,1.0,222.48036372565667,99
3042.T,セキュアヴェイル,グロース（内国株式）,1970-01-01,257.0,296.0,260.0,282.0,285.0,1.0,-9.239001427131326,12
3045.T,カワサキ,スタンダード（内国株式）,1970-01-01,1324.0,1418.0,1362.0,1333.0,1291.0,1.0,-2.8334270947098363,22
3046.T,ジンズホールディングス,プライム（内国株式）,1970-01-01,3450.0,3060.0,3475.0,4285.0,4215.0,1.0,-2.5730551342041155,22
3048.T,ビックカメラ,プライム（内国株式）,1970-01-01,1080.0,1070.0,1170.0,1251.0,1106.0,1.0,-4.368605461044653,19
3050.T,ＤＣＭホールディングス,プライム（内国株式）,1970-01-01,1233.0,1279.0,1137.0,1149.0,1022.0,1.0,5.841329933507904,45
3053.T,ペッパーフードサービス,プライム（内国株式）,1970-01-01,121.0,133.0,170.0,204.0,250.0,1.0,-27.830983340704705,1
3054.T,ハイパー,プライム（内国株式）,1970-01-01,362.0,442.0,453.0,490.0,440.0,1.0,-20.027423390047915,4
3058.T,三洋堂ホールディングス,スタンダード（内国株式）,1970-01-01,758.0,868.0,911.0,888.0,940.0,1.0,-15.228338990375775,7
3059.T,ヒラキ,スタンダード（内国株式）,1970-01-01,1000.0,999.0,1026.0,1014.0,1006.0,1.0,-0.8622009885682909,26
3063.T,ジェイグループホールディングス,グロース（内国株式）,1970-01-01,555.0,502.0,466.0,496.0,533.0,1.0,11.247398264523186,57
3064.T,ＭｏｎｏｔａＲＯ,プライム（内国株式）,1970-01-01,1758.0,2033.0,1866.0,2321.0,2400.0,1.0,-16.76963651308415,6
3065.T,ライフフーズ,スタンダード（内国株式）,1970-01-01,1679.0,1693.0,1641.0,1674.0,1670.0,1.0,0.2998800497252365,29
3067.T,東京一番フーズ,プライム（内国株式）,1970-01-01,549.0,495.0,509.0,579.0,592.0,1.0,3.446373464673597,38
3068.T,ＷＤＩ,スタンダード（内国株式）,1970-01-01,2689.0,2163.0,2247.0,1972.0,1848.0,1.0,30.034901975093874,84
3069.T,ＪＦＬＡホールディングス,スタンダード（内国株式）,1970-01-01,182.0,326.0,348.0,333.0,342.0,1.0,-45.634735756767085,1
3070.T,アマガサ,グロース（内国株式）,1970-01-01,257.0,270.0,247.0,261.0,241.0,1.0,-0.09492190682180973,28
3071.T,ストリーム,スタンダード（内国株式）,1970-01-01,114.0,118.0,113.0,116.0,117.0,1.0,-2.036589151974762,24
3073.T,ＤＤグループ,プライム（内国株式）,1970-01-01,1663.0,1300.0,725.0,686.0,585.0,1.0,102.3837587074744,99
3075.T,銚子丸,スタンダード（内国株式）,1970-01-01,1310.0,1174.0,1135.0,1125.0,1149.0,1.0,13.808757065824118,62
3076.T,あい　ホールディングス,プライム（内国株式）,1970-01-01,2418.0,2330.0,2275.0,2083.0,2148.0,1.0,8.498353593666467,51
3077.T,ホリイフードサービス,スタンダード（内国株式）,1970-01-01,474.0,473.0,505.0,490.0,471.0,1.0,-1.6688288655406736,24
3079.T,ディーブイエックス,スタンダード（内国株式）,1970-01-01,906.0,926.0,1079.0,985.0,905.0,1.0,-5.652565196947991,17
3080.T,ジェーソン,スタンダード（内国株式）,1970-01-01,545.0,489.0,513.0,487.0,530.0,1.0,8.776308369595014,52
3082.T,きちりホールディングス,スタンダード（内国株式）,1970-01-01,874.0,895.0,582.0,602.0,353.0,1.0,47.650775223366914,93
3083.T,シーズメン,スタンダード（内国株式）,1970-01-01,870.0,660.0,1071.0,503.0,667.0,1.0,29.653173176483445,84
3086.T,Ｊ．フロント　リテイリング,プライム（内国株式）,1970-01-01,1568.5,1413.5,1289.0,1120.0,1127.0,1.0,24.566858958299616,78
3087.T,ドトール・日レスホールディングス,プライム（内国株式）,1970-01-01,2354.0,2046.0,1956.0,1668.0,1604.0,1.0,27.668075640595337,82
3088.T,マツキヨココカラ＆カンパニー,プライム（内国株式）,1970-01-01,8578.0,7860.0,6550.0,5970.0,5410.0,1.0,30.2949739596942,84
3089.T,テクノアルファ,スタンダード（内国株式）,1970-01-01,1172.0,1160.0,1066.0,1154.0,1151.0,1.0,3.0793945602278967,37
3091.T,ブロンコビリー,プライム（内国株式）,1970-01-01,3090.0,2886.0,2458.0,2496.0,2344.0,1.0,19.09463811414015,71
3092.T,ＺＯＺＯ,プライム（内国株式）,1970-01-01,2955.0,2928.5,3045.0,3395.0,3010.0,1.0,-3.186668590233056,21
3093.T,トレジャー・ファクトリー,プライム（内国株式）,1970-01-01,1471.0,1653.0,1176.0,1157.5,866.5,1.0,19.98242293069082,73
3094.T,スーパーバリュー,スタンダード（内国株式）,1970-01-01,903.0,990.0,1110.0,801.0,927.0,1.0,-5.215864118231305,17
3096.T,オーシャンシステム,スタンダード（内国株式）,1970-01-01,1007.0,956.0,980.0,952.0,1001.0,1.0,3.9602539263064562,39
3097.T,物語コーポレーション,プライム（内国株式）,1970-01-01,4695.0,3145.0,2650.0,2300.0,2310.0,1.0,76.6232313485607,97
3099.T,三越伊勢丹ホールディングス,プライム（内国株式）,1970-01-01,1702.5,1430.0,1423.0,1254.0,1110.0,1.0,29.37948379565423,83
3101.T,東洋紡,プライム（内国株式）,1970-01-01,1070.5,1007.0,1076.0,1017.0,1053.0,1.0,3.80461083824539,39
3103.T,ユニチカ,プライム（内国株式）,1970-01-01,215.0,222.0,228.0,257.0,241.0,1.0,-7.827770977274335,14
3104.T,富士紡ホールディングス,プライム（内国株式）,1970-01-01,3575.0,3050.0,3130.0,3350.0,3495.0,1.0,11.529776815608763,58
3105.T,日清紡ホールディングス,プライム（内国株式）,1970-01-01,1091.0,1095.5,1036.0,974.0,1079.0,1.0,3.5223597668043207,38
3106.T,倉敷紡績,プライム（内国株式）,1970-01-01,2351.0,2266.0,2631.0,2144.0,2096.0,1.0,3.736149299372646,39
3107.T,ダイワボウホールディングス,プライム（内国株式）,1970-01-01,2966.5,2657.0,2164.0,2014.0,1920.0,1.0,32.436041139505704,86
3109.T,シキボウ,プライム（内国株式）,1970-01-01,1042.0,974.0,1054.0,952.0,891.0,1.0,7.8451101766927405,50
3110.T,日東紡績,プライム（内国株式）,1970-01-01,3935.0,2573.0,2089.0,2126.0,2516.0,1.0,67.14493833322123,97
3111.T,オーミケンシ,スタンダード（内国株式）,1970-01-01,315.0,370.0,496.0,270.0,279.0,1.0,-7.330354548096486,15
3113.T,Ｏａｋキャピタル,スタンダード（内国株式）,1970-01-01,98.0,79.0,88.0,78.0,76.0,1.0,22.810659249699896,76
3116.T,トヨタ紡織,プライム（内国株式）,1970-01-01,2746.0,2394.0,2128.0,1818.0,1984.0,1.0,29.58011328358157,84
3121.T,マーチャント・バンカーズ,スタンダード（内国株式）,1970-01-01,300.0,276.0,286.0,294.0,280.0,1.0,6.294016542463747,45
3123.T,サイボー,スタンダード（内国株式）,1970-01-01,481.0,457.0,439.0,426.0,427.0,1.0,9.125529719774525,53
3131.T,シンデン・ハイテックス,スタンダード（内国株式）,1970-01-01,2223.0,3120.0,2900.0,2265.0,2136.0,1.0,-15.725219702820661,7
3132.T,マクニカホールディングス,プライム（内国株式）,1970-01-01,6730.0,5170.0,3775.0,3340.0,2880.0,1.0,74.76077394295318,97
3133.T,海帆,グロース（内国株式）,1970-01-01,569.0,601.0,294.0,170.0,191.0,1.0,103.10002760240266,99
3134.T,Ｈａｍｅｅ,プライム（内国株式）,1970-01-01,1133.0,977.0,859.0,882.0,1088.0,1.0,19.28522558844468,72
3135.T,マーケットエンタープライズ,プライム（内国株式）,1970-01-01,1233.0,1253.0,1119.0,1006.0,837.0,1.0,15.37435389109712,65
3137.T,ファンデリー,グロース（内国株式）,1970-01-01,324.0,365.0,280.0,287.0,276.0,1.0,4.706364540034407,41
3138.T,富士山マガジンサービス,グロース（内国株式）,1970-01-01,706.0,720.0,781.0,743.0,802.0,1.0,-6.0883696519816635,16
3139.T,ラクト・ジャパン,プライム（内国株式）,1970-01-01,2070.0,1968.0,1943.0,2078.0,2257.0,1.0,1.6463635354820163,33
3140.T,ＢＲＵＮＯ,グロース（内国株式）,1970-01-01,958.0,995.0,958.0,912.0,893.0,1.0,0.9771018211625503,31
3141.T,ウエルシアホールディングス,プライム（内国株式）,1970-01-01,2672.0,3008.0,2817.0,3050.0,2907.0,1.0,-9.593024665437712,12
3143.T,オーウイル,スタンダード（内国株式）,1970-01-01,1269.0,1179.0,1177.0,1093.0,1091.0,1.0,11.100287095685356,57
3148.T,クリエイトＳＤホールディングス,プライム（内国株式）,1970-01-01,3775.0,3450.0,3335.0,3090.0,3055.0,1.0,15.554037847680327,65
3150.T,グリムス,プライム（内国株式）,1970-01-01,2517.0,2756.0,2421.0,1827.0,1741.0,1.0,13.792048538902446,62
3151.T,バイタルケーエスケー・ホールディングス,プライム（内国株式）,1970-01-01,996.0,935.0,969.0,804.0,660.0,1.0,18.12483879504812,70
3153.T,八洲電機,プライム（内国株式）,1970-01-01,1317.0,1319.0,1132.0,1010.0,1001.0,1.0,15.600793462129708,65
3154.T,メディアスホールディングス,プライム（内国株式）,1970-01-01,776.0,799.0,787.0,726.0,741.0,1.0,0.8910979682086302,31
3156.T,レスターホールディングス,プライム（内国株式）,1970-01-01,2427.0,2363.0,2373.0,2088.0,1993.0,1.0,9.140858488888725,53
3157.T,ジューテックホールディングス,スタンダード（内国株式）,1970-01-01,1210.0,1128.0,1252.0,1111.0,1091.0,1.0,6.200537994949926,45
3159.T,丸善ＣＨＩホールディングス,スタンダード（内国株式）,1970-01-01,341.0,345.0,350.0,324.0,358.0,1.0,-0.8783917845694221,26
3160.T,大光,スタンダード（内国株式）,1970-01-01,615.0,580.0,597.0,663.0,705.0,1.0,-0.9843471114415189,26
3161.T,アゼアス,スタンダード（内国株式）,1970-01-01,644.0,630.0,649.0,649.0,648.0,1.0,0.457265688904107,30
3166.T,ＯＣＨＩホールディングス,プライム（内国株式）,1970-01-01,1410.0,1229.0,1328.0,1225.0,1228.0,1.0,13.110485570292587,61
3167.T,ＴＯＫＡＩホールディングス,プライム（内国株式）,1970-01-01,946.0,871.0,877.0,873.0,875.0,1.0,8.313114243697541,51
3168.T,黒谷,スタンダード（内国株式）,1970-01-01,604.0,593.0,599.0,586.0,568.0,1.0,2.7908748949290336,36
3169.T,ミサワ,スタンダード（内国株式）,1970-01-01,622.0,615.0,611.0,612.0,603.0,1.0,1.7723298261420863,34
3172.T,ティーライフ,スタンダード（内国株式）,1970-01-01,1409.0,1372.0,1282.0,1267.0,1274.0,1.0,7.420821105189295,49
3173.T,Ｃｏｍｉｎｉｘ,プライム（内国株式）,1970-01-01,853.0,780.0,793.0,731.0,717.0,1.0,12.38830827730496,59
3174.T,ハピネス・アンド・ディ,スタンダード（内国株式）,1970-01-01,911.0,925.0,910.0,926.0,899.0,1.0,-0.6404381729535429,27
3175.T,エー・ピーホールディングス,スタンダード（内国株式）,1970-01-01,977.0,752.0,774.0,452.0,445.0,1.0,64.35376399768448,96
3176.T,三洋貿易,プライム（内国株式）,1970-01-01,1360.0,1320.0,1173.0,1103.0,1005.0,1.0,16.12522175850436,66
3177.T,ありがとうサービス,スタンダード（内国株式）,1970-01-01,2700.0,2600.0,2590.0,2656.0,2412.0,1.0,5.107267390579745,42
3178.T,チムニー,スタンダード（内国株式）,1970-01-01,1517.0,1253.0,1179.0,1120.0,1235.0,1.0,25.81753328159499,80
3179.T,シュッピン,プライム（内国株式）,1970-01-01,1215.0,1003.0,904.0,1397.0,1184.0,1.0,13.253232320839833,61
3180.T,ビューティガレージ,プライム（内国株式）,1970-01-01,4485.0,3660.0,3680.0,2991.0,2728.0,1.0,36.26259502390639,89
3181.T,買取王国,スタンダード（内国株式）,1970-01-01,1056.0,1205.0,942.0,613.0,458.5,1.0,37.99108114263682,89
3182.T,オイシックス・ラ・大地,プライム（内国株式）,1970-01-01,1700.0,2254.0,2295.0,1843.0,2014.0,1.0,-19.68658648940284,4
3183.T,ウイン・パートナーズ,プライム（内国株式）,1970-01-01,1093.0,1007.0,1051.0,965.0,971.0,1.0,9.381049275853494,53
3184.T,ＩＣＤＡホールディングス,スタンダード（内国株式）,1970-01-01,2690.0,2716.0,2743.0,2450.0,2404.0,1.0,3.5691971345727125,38
3185.T,夢展望,グロース（内国株式）,1970-01-01,157.0,150.0,186.0,186.0,212.0,1.0,-9.558571718401298,12
3186.T,ネクステージ,プライム（内国株式）,1970-01-01,3315.0,2550.0,2889.0,2994.0,3100.0,1.0,18.48050269298856,70
3187.T,サンワカンパニー,グロース（内国株式）,1970-01-01,670.0,626.0,993.0,1240.0,962.0,1.0,-18.958271631738555,5
3189.T,ＡＮＡＰ,スタンダード（内国株式）,1970-01-01,250.0,285.0,325.0,353.0,380.0,1.0,-22.205464631288397,3
3190.T,ホットマン,スタンダード（内国株式）,1970-01-01,635.0,599.0,576.0,568.0,590.0,1.0,8.337196447298462,51
3191.T,ジョイフル本田,プライム（内国株式）,1970-01-01,1732.0,1738.0,1723.0,1847.0,1703.0,1.0,-0.9383079417374856,26
3192.T,白鳩,スタンダード（内国株式）,1970-01-01,338.0,372.0,277.0,289.0,308.0,1.0,6.087473559728836,45
3193.T,鳥貴族ホールディングス,プライム（内国株式）,1970-01-01,3095.0,2227.0,2050.0,2469.0,2133.0,1.0,39.87664071646112,91
3195.T,ジェネレーションパス,グロース（内国株式）,1970-01-01,276.0,297.0,319.0,423.0,480.0,1.0,-20.97456220310219,4
3196.T,ホットランド,プライム（内国株式）,1970-01-01,1690.0,1746.0,1446.0,1515.0,1297.0,1.0,10.462264497220383,55
3197.T,すかいらーくホールディングス,プライム（内国株式）,1970-01-01,2035.0,1860.0,1621.0,1579.0,1511.0,1.0,21.583010487128227,75
3198.T,ＳＦＰホールディングス,プライム（内国株式）,1970-01-01,2403.0,1942.0,1707.0,1714.0,1619.0,1.0,35.374686909870476,88
3199.T,綿半ホールディングス,プライム（内国株式）,1970-01-01,1366.0,1360.0,1426.0,1332.0,1390.0,1.0,-0.4998573687691035,27
3201.T,日本毛織,プライム（内国株式）,1970-01-01,1268.0,1010.0,983.0,981.0,1017.0,1.0,26.803656372778573,81
3202.T,ダイトウボウ,スタンダード（内国株式）,1970-01-01,96.0,90.0,83.0,84.0,88.0,1.0,10.47452146247327,56
3204.T,トーア紡コーポレーション,スタンダード（内国株式）,1970-01-01,438.0,395.0,360.0,352.0,355.0,1.0,18.250183687471974,70
3205.T,ダイドーリミテッド,スタンダード（内国株式）,1970-01-01,307.0,244.0,279.0,245.0,147.0,1.0,39.164969284029496,90
3221.T,ヨシックスホールディングス,プライム（内国株式）,1970-01-01,2948.0,2281.0,2145.0,2092.0,2151.0,1.0,34.77786692117705,88
3222.T,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,1970-01-01,1126.0,1106.0,1108.0,1095.0,1059.0,1.0,2.8797917633383983,36
3223.T,エスエルディー,スタンダード（内国株式）,1970-01-01,1034.0,665.0,640.0,589.0,562.0,1.0,66.41549828321808,97
3224.T,ゼネラル・オイスター,グロース（内国株式）,1970-01-01,1940.0,1182.0,1200.0,1033.0,1100.0,1.0,70.81800223452107,97
3228.T,三栄建築設計,プライム（内国株式）,1970-01-01,2021.0,1513.0,1507.0,1525.0,1615.0,1.0,31.784552462890087,86
3231.T,野村不動産ホールディングス,プライム（内国株式）,1970-01-01,3694.0,3499.0,3035.0,3075.0,3370.0,1.0,12.520742133354473,60
3232.T,三重交通グループホールディングス,プライム（内国株式）,1970-01-01,608.0,566.0,529.0,482.0,482.0,1.0,16.411396900950674,67
3236.T,プロパスト,スタンダード（内国株式）,1970-01-01,147.0,162.0,159.0,140.0,146.0,1.0,-4.07615136459799,19
3237.T,イントランス,グロース（内国株式）,1970-01-01,63.0,61.0,67.0,65.0,63.0,1.0,-0.4979390562948184,27
3238.T,セントラル総合開発,スタンダード（内国株式）,1970-01-01,520.0,529.0,628.0,497.0,447.0,1.0,0.07175281286613822,29
3241.T,ウィル,スタンダード（内国株式）,1970-01-01,403.0,388.0,361.0,386.0,366.0,1.0,6.775948497712811,46
3242.T,アーバネットコーポレーション,スタンダード（内国株式）,1970-01-01,381.0,340.0,318.0,308.0,300.0,1.0,18.926053302967844,71
3244.T,サムティ,プライム（内国株式）,1970-01-01,2338.0,2165.0,2111.0,2187.0,2191.0,1.0,8.069684452270193,50
3245.T,ディア・ライフ,プライム（内国株式）,1970-01-01,874.0,748.0,654.0,610.0,638.0,1.0,29.519653487790958,84
3246.T,コーセーアールイー,スタンダード（内国株式）,1970-01-01,833.0,754.0,768.0,717.0,634.0,1.0,15.396996612923816,65
3248.T,アールエイジ,スタンダード（内国株式）,1970-01-01,772.0,707.0,747.0,717.0,704.0,1.0,7.812842986276894,50
3252.T,地主,プライム（内国株式）,1970-01-01,1880.0,1942.0,1893.0,1993.0,1982.0,1.0,-3.577614371703624,20
3254.T,プレサンスコーポレーション,スタンダード（内国株式）,1970-01-01,1936.0,1897.0,1819.0,1527.0,1473.0,1.0,13.752171319138073,62
3261.T,グランディーズ,グロース（内国株式）,1970-01-01,346.0,326.0,346.0,387.0,390.0,1.0,-1.9212855754445142,24
3264.T,アスコット,スタンダード（内国株式）,1970-01-01,148.0,150.0,167.0,193.0,210.0,1.0,-13.376756775124807,9
3266.T,ファンドクリエーショングループ,スタンダード（内国株式）,1970-01-01,86.0,88.0,94.0,81.0,81.0,1.0,-0.1420827661962415,28
3267.T,フィル・カンパニー,プライム（内国株式）,1970-01-01,766.0,912.0,1127.0,1008.0,1178.0,1.0,-24.606391337322805,2
3271.T,ＴＨＥグローバル社,スタンダード（内国株式）,1970-01-01,417.0,207.0,210.0,220.0,196.0,1.0,100.75410717646744,99
3275.T,ハウスコム,プライム（内国株式）,1970-01-01,901.0,902.0,1124.0,1075.0,948.0,1.0,-8.241087912013725,13
3276.T,ＪＰＭＣ,プライム（内国株式）,1970-01-01,1121.0,1110.0,1010.0,1023.0,995.0,1.0,7.043013043796265,48
3277.T,サンセイランディック,スタンダード（内国株式）,1970-01-01,1042.0,872.0,836.0,862.0,816.0,1.0,22.4419445956895,76
3280.T,エストラスト,スタンダード（内国株式）,1970-01-01,631.0,634.0,589.0,604.0,543.0,1.0,5.372163599362351,43
3284.T,フージャースホールディングス,プライム（内国株式）,1970-01-01,1086.0,947.0,867.0,773.0,800.0,1.0,26.171393477299887,80
3286.T,トラストホールディングス,グロース（内国株式）,1970-01-01,396.0,315.0,308.0,309.0,312.0,1.0,27.015683345780435,81
3288.T,オープンハウスグループ,プライム（内国株式）,1970-01-01,5026.0,5573.0,4960.0,5580.0,5260.0,1.0,-6.535340023984201,15
3289.T,東急不動産ホールディングス,プライム（内国株式）,1970-01-01,923.7000122070312,786.5999755859375,655.0,701.0,737.0,1.0,26.596626619727072,81
3291.T,飯田グループホールディングス,プライム（内国株式）,1970-01-01,2432.5,2394.5,2299.0,2094.0,2126.0,1.0,7.91255837922997,50
3293.T,アズマハウス,スタンダード（内国株式）,1970-01-01,758.0,743.0,770.0,744.0,742.0,1.0,1.3034596328074348,32
3294.T,イーグランド,スタンダード（内国株式）,1970-01-01,1538.0,1467.0,1553.0,1540.0,1622.0,1.0,0.6810168037172135,30
3297.T,東武住販,スタンダード（内国株式）,1970-01-01,1128.0,1087.0,1097.0,992.0,988.0,1.0,7.649860988971454,49
3299.T,ムゲンエステート,プライム（内国株式）,1970-01-01,1018.0,668.0,547.0,481.0,475.0,1.0,83.37093063690733,98
3300.T,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,1970-01-01,837.0,893.0,702.0,552.0,588.0,1.0,20.133229901562622,73
3302.T,帝国繊維,プライム（内国株式）,1970-01-01,1963.0,1627.0,1670.0,1646.0,1601.0,1.0,20.14351985989077,73
3306.T,日本製麻,スタンダード（内国株式）,1970-01-01,892.0,770.0,870.0,864.0,539.0,1.0,20.589887853434654,74
3315.T,日本コークス工業,プライム（内国株式）,1970-01-01,115.0,100.0,87.0,94.0,98.0,1.0,20.374254470680423,73
3316.T,東京日産コンピュータシステム,スタンダード（内国株式）,1970-01-01,1744.0,703.0,647.0,554.0,498.0,1.0,186.14266838048675,99
3317.T,フライングガーデン,スタンダード（内国株式）,1970-01-01,1980.0,1921.0,2060.0,1727.0,1688.0,1.0,6.841479725370367,47
3319.T,ゴルフダイジェスト・オンライン,プライム（内国株式）,1970-01-01,744.0,869.0,948.0,1744.0,2082.0,1.0,-34.378453244165854,1
3320.T,クロスプラス,スタンダード（内国株式）,1970-01-01,1167.0,750.0,780.0,827.0,727.0,1.0,52.49010705635393,94
3321.T,ミタチ産業,スタンダード（内国株式）,1970-01-01,1152.0,1330.0,1410.0,1069.0,770.0,1.0,2.461973129116077,35
3322.T,アルファグループ,スタンダード（内国株式）,1970-01-01,647.0,734.0,726.0,767.0,750.0,1.0,-12.793193936295502,9
3323.T,レカム,スタンダード（内国株式）,1970-01-01,87.0,83.0,83.0,112.0,87.0,1.0,-1.5727194492254737,24
3326.T,ランシステム,スタンダード（内国株式）,1970-01-01,363.0,369.0,337.0,365.0,410.0,1.0,-1.5096517657587456,25
3328.T,ＢＥＥＮＯＳ,プライム（内国株式）,1970-01-01,1698.0,1990.0,2460.0,2770.0,2317.0,1.0,-25.147656985457022,2
3329.T,東和フードサービス,スタンダード（内国株式）,1970-01-01,1914.0,1536.0,1522.0,1475.0,1522.0,1.0,26.098526275640886,80
3333.T,あさひ,プライム（内国株式）,1970-01-01,1282.0,1267.0,1317.0,1335.0,1309.0,1.0,-1.2644875587486992,25
3341.T,日本調剤,プライム（内国株式）,1970-01-01,1392.0,1121.0,1190.0,1175.0,1324.0,1.0,17.78570289254995,69
3347.T,トラスト,スタンダード（内国株式）,1970-01-01,264.0,264.0,273.0,317.0,327.0,1.0,-7.856400248956612,14
3349.T,コスモス薬品,プライム（内国株式）,1970-01-01,17135.0,13770.0,12180.0,13830.0,14610.0,1.0,26.147163460548807,80
3350.T,メタプラネット,スタンダード（内国株式）,1970-01-01,22.0,24.0,33.0,49.0,44.0,1.0,-31.020408163265305,1
3352.T,バッファロー,スタンダード（内国株式）,1970-01-01,1337.0,1155.0,1132.0,1081.0,1069.0,1.0,19.67532546230641,72
3353.T,メディカル一光グループ,スタンダード（内国株式）,1970-01-01,2195.0,2220.0,2588.0,2800.0,2649.0,1.0,-11.236681872448745,10
3355.T,クリヤマホールディングス,スタンダード（内国株式）,1970-01-01,866.0,868.0,882.0,893.0,897.0,1.0,-1.7508738025870434,24
3358.T,ワイエスフード,スタンダード（内国株式）,1970-01-01,489.0,570.0,523.0,325.0,249.0,1.0,22.385014395137933,76
3359.T,ｃｏｔｔａ,グロース（内国株式）,1970-01-01,507.0,580.0,420.0,343.0,460.0,1.0,10.71453486084946,56
3360.T,シップヘルスケアホールディングス,プライム（内国株式）,1970-01-01,2468.5,2424.5,2426.0,2641.0,2623.0,1.0,-1.4080699223712856,25
3361.T,トーエル,スタンダード（内国株式）,1970-01-01,767.0,753.0,823.0,710.0,809.0,1.0,-0.04986805846668961,28
3370.T,フジタコーポレーション,スタンダード（内国株式）,1970-01-01,312.0,257.0,270.0,271.0,291.0,1.0,16.140551622532552,67
3371.T,ソフトクリエイトホールディングス,プライム（内国株式）,1970-01-01,1763.0,1641.0,3735.0,3345.0,3580.0,1.0,-27.19550701451955,2
3372.T,関門海,スタンダード（内国株式）,1970-01-01,341.0,267.0,251.0,210.0,221.0,1.0,41.59337604611105,91
3374.T,内外テック,スタンダード（内国株式）,1970-01-01,2272.0,2320.0,2761.0,2642.0,2611.0,1.0,-9.767395709376496,12
3375.T,ＺＯＡ,スタンダード（内国株式）,1970-01-01,1735.0,1372.0,1410.0,1292.0,1402.0,1.0,26.800961229722702,81
3377.T,バイク王＆カンパニー,スタンダード（内国株式）,1970-01-01,721.0,815.0,1042.0,1029.0,1208.0,1.0,-24.824033804533023,2
